antecedente;consequente;suporte;confiança;pto médio ant.;pto médio cons.
[6, 13, 9];[3, 12, 17];1;0.25;"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]";"[ 0.167 -0.552  0.407  0.464 -0.2   -0.178  0.157 -0.018  0.118 -0.032
  0.068]"
[12, 6, 9];[3, 13, 17];1;0.2;"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]";"[ 0.105 -0.037  0.59  -0.022 -0.463 -0.059  0.335 -0.031  0.028 -0.009
  0.036]"
[13, 17, 3];[6, 9, 12];1;1.0;"[ 0.105 -0.037  0.59  -0.022 -0.463 -0.059  0.335 -0.031  0.028 -0.009
  0.036]";"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]"
[12, 17, 3];[6, 9, 13];1;1.0;"[ 0.167 -0.552  0.407  0.464 -0.2   -0.178  0.157 -0.018  0.118 -0.032
  0.068]";"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]"
[12, 13, 3];[6, 9, 17];1;0.3333333333333333;"[ 0.567 -0.147  0.61   0.062 -0.016 -0.144  0.265 -0.131 -0.033  0.029
  0.076]";"[ 0.394 -0.271  0.425  0.218 -0.428  0.024 -0.054 -0.026  0.157 -0.032
 -0.053]"
[9, 17, 3];[6, 12, 13];1;1.0;"[ 0.177 -0.552  0.712  0.26  -0.445 -0.084  0.031  0.039  0.052 -0.009
 -0.035]";"[ 0.784  0.133  0.324  0.02   0.001 -0.036  0.18  -0.196  0.072  0.006
  0.058]"
[13, 9, 3];[6, 12, 17];1;0.3333333333333333;"[ 0.577 -0.146  0.914 -0.141 -0.261 -0.05   0.14  -0.074 -0.1    0.052
 -0.028]";"[ 0.384 -0.272  0.121  0.421 -0.183 -0.07   0.071 -0.083  0.224 -0.055
  0.051]"
[12, 9, 3];[6, 13, 17];1;0.25;"[ 0.639 -0.662  0.732  0.345  0.003 -0.168 -0.039 -0.06  -0.009  0.029
  0.004]";"[ 0.322  0.244  0.304 -0.065 -0.446  0.048  0.25  -0.096  0.133 -0.032
  0.019]"
[6, 17, 3];[9, 12, 13];1;1.0;"[ 0.383 -0.246  0.351  0.102 -0.406 -0.143  0.153  0.125  0.117 -0.108
  0.024]";"[ 0.578 -0.173  0.685  0.178 -0.037  0.023  0.058 -0.282  0.007  0.105
 -0.001]"
[6, 13, 3];[9, 12, 17];1;0.3333333333333333;"[ 0.782  0.16   0.554 -0.299 -0.223 -0.109  0.262  0.012 -0.035 -0.047
  0.031]";"[ 0.179 -0.578  0.482  0.579 -0.221 -0.011 -0.051 -0.169  0.159  0.044
 -0.009]"
[12, 6, 3];[9, 13, 17];1;0.25;"[ 0.844 -0.356  0.371  0.186  0.041 -0.228  0.083  0.026  0.056 -0.07
  0.064]";"[ 0.117 -0.062  0.665  0.094 -0.485  0.108  0.128 -0.182  0.068  0.068
 -0.041]"
[6, 9, 3];[12, 13, 17];1;0.25;"[ 0.854 -0.355  0.675 -0.017 -0.204 -0.134 -0.042  0.083 -0.011 -0.047
 -0.04 ]";"[ 0.107 -0.063  0.36   0.297 -0.24   0.014  0.253 -0.239  0.135  0.044
  0.063]"
[13, 17];[3, 6, 9, 12];1;0.5;"[-0.155  0.25   0.441  0.012 -0.595  0.115  0.377 -0.196  0.12   0.037
  0.027]";"[ 0.798 -0.439  0.556  0.204 -0.035 -0.148 -0.03  -0.019  0.033 -0.021
  0.004]"
[12, 17];[3, 6, 9, 13];1;0.3333333333333333;"[-0.062 -0.523  0.168  0.741 -0.2   -0.062  0.109 -0.176  0.256  0.002
  0.075]";"[ 0.752 -0.052  0.693 -0.16  -0.233 -0.059  0.104 -0.029 -0.035 -0.003
 -0.021]"
[12, 13];[3, 6, 9, 17];1;0.2;"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]";"[ 0.452 -0.356  0.541  0.141 -0.371 -0.084  0.022  0.055  0.079 -0.049
 -0.026]"
[9, 17];[3, 6, 12, 13];1;0.5;"[-0.047 -0.522  0.624  0.435 -0.567  0.079 -0.079 -0.091  0.156  0.037
 -0.08 ]";"[ 0.744 -0.053  0.465 -0.008 -0.049 -0.129  0.198 -0.072  0.015 -0.021
  0.057]"
[13, 9];[3, 6, 12, 17];1;0.25;"[ 0.552  0.086  0.928 -0.166 -0.291  0.129  0.084 -0.26  -0.071  0.129
 -0.069]";"[ 0.445 -0.356  0.313  0.293 -0.187 -0.155  0.116  0.012  0.129 -0.066
  0.052]"
[12, 9];[3, 6, 13, 17];1;0.16666666666666666;"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";"[ 0.398  0.03   0.449 -0.071 -0.385 -0.066  0.25   0.002  0.061 -0.049
  0.028]"
[6, 17];[3, 9, 12, 13];1;1.0;"[ 0.26  -0.063  0.083  0.198 -0.51  -0.01   0.105  0.038  0.253 -0.112
  0.009]";"[ 0.591 -0.282  0.735  0.111 -0.078 -0.085  0.106 -0.137 -0.034  0.054
  0.013]"
[6, 13];[3, 9, 12, 17];1;0.14285714285714285;"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";"[ 0.291 -0.586  0.583  0.412 -0.216 -0.11   0.024 -0.052  0.08   0.008
  0.007]"
[12, 6];[3, 9, 13, 17];1;0.14285714285714285;"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";"[ 0.244 -0.199  0.72   0.048 -0.413 -0.021  0.158 -0.062  0.012  0.026
 -0.017]"
[6, 9];[3, 12, 13, 17];1;0.2;"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]";"[ 0.237 -0.2    0.492  0.2   -0.23  -0.092  0.252 -0.105  0.062  0.008
  0.061]"
[17, 3];[6, 9, 12, 13];1;1.0;"[-0.064 -0.484  0.512  0.262 -0.535 -0.172  0.233  0.136  0.095 -0.077
  0.035]";"[ 0.753 -0.072  0.521  0.079 -0.065 -0.004  0.042 -0.186  0.045  0.037
 -0.   ]"
[13, 3];[6, 9, 12, 17];1;0.3333333333333333;"[ 0.536  0.124  0.816 -0.34  -0.26  -0.121  0.396 -0.033 -0.132  0.014
  0.046]";"[ 0.453 -0.375  0.369  0.38  -0.203 -0.029 -0.04  -0.101  0.159 -0.009
 -0.006]"
[12, 3];[6, 9, 13, 17];1;0.25;"[ 0.629 -0.65   0.543  0.388  0.135 -0.299  0.128 -0.013  0.004 -0.021
  0.095]";"[ 0.406  0.011  0.505  0.016 -0.401  0.059  0.094 -0.111  0.091  0.008
 -0.03 ]"
[9, 3];[6, 12, 13, 17];1;0.25;"[ 0.644 -0.649  0.999  0.083 -0.231 -0.158 -0.06   0.072 -0.096  0.014
 -0.061]";"[ 0.399  0.011  0.277  0.168 -0.217 -0.011  0.188 -0.154  0.141 -0.009
  0.048]"
[6, 3];[9, 12, 13, 17];1;0.25;"[ 0.951 -0.19   0.458 -0.154 -0.174 -0.247  0.123  0.201  0.001 -0.135
  0.028]";"[ 0.245 -0.219  0.548  0.287 -0.246  0.033  0.097 -0.218  0.092  0.065
  0.003]"
[17];[3, 6, 9, 12, 13];1;0.2;"[-0.755 -0.357  0.137  0.614 -0.871  0.064  0.214 -0.027  0.347 -0.055
  0.016]";"[ 0.728 -0.179  0.594  0.045 -0.092 -0.085  0.084 -0.089  0.005  0.009
  0.011]"
[13];[3, 6, 9, 12, 17];1;0.1111111111111111;"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[ 0.488 -0.422  0.472  0.286 -0.202 -0.105  0.019 -0.021  0.096 -0.027
  0.006]"
[12];[3, 6, 9, 13, 17];1;0.1;"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.45  -0.113  0.582 -0.005 -0.36  -0.034  0.126 -0.029  0.041 -0.013
 -0.013]"
[9];[3, 6, 12, 13, 17];1;0.16666666666666666;"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";"[ 0.445 -0.114  0.399  0.117 -0.214 -0.091  0.201 -0.063  0.082 -0.027
  0.049]"
[6];[3, 9, 12, 13, 17];1;0.1111111111111111;"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.321 -0.297  0.616  0.212 -0.237 -0.055  0.128 -0.115  0.043  0.032
  0.013]"
[3];[6, 9, 12, 13, 17];1;0.25;"[ 0.627 -0.611  0.887 -0.09  -0.2   -0.409  0.251  0.299 -0.157 -0.1
  0.054]";"[ 0.451 -0.129  0.444  0.186 -0.226  0.01   0.076 -0.154  0.106  0.018
  0.003]"
[12, 6, 13, 9, 18];[3];1;1.0;"[ 0.652  0.144  0.399  0.058  0.017 -0.188 -0.007 -0.149  0.013  0.054
 -0.009]";"[ 0.627 -0.611  0.887 -0.09  -0.2   -0.409  0.251  0.299 -0.157 -0.1
  0.054]"
[12, 13, 9, 18, 3];[6];1;1.0;"[ 0.522 -0.024  0.571  0.084  0.007 -0.252  0.044 -0.11  -0.05   0.068
  0.002]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]"
[12, 6, 13, 18, 3];[9];1;1.0;"[ 0.645  0.159  0.354 -0.011  0.03  -0.288  0.117 -0.058 -0.011  0.008
  0.037]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]"
[6, 13, 9, 18, 3];[12];1;1.0;"[ 0.651  0.16   0.537 -0.133 -0.117 -0.231  0.042 -0.024 -0.051  0.022
 -0.025]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]"
[12, 6, 9, 18, 3];[13];1;1.0;"[ 0.688 -0.15   0.427  0.158  0.041 -0.302 -0.065 -0.016  0.003  0.008
 -0.006]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]"
[12, 6, 13, 9, 3];[18];1;0.3333333333333333;"[ 0.728 -0.179  0.594  0.045 -0.092 -0.085  0.084 -0.089  0.005  0.009
  0.011]";"[ 2.480e-01  1.008e+00 -8.800e-02 -2.500e-02  3.460e-01 -9.220e-01
 -2.050e-01 -1.000e-03 -1.180e-01  1.230e-01 -4.300e-02]"
[12, 13, 9, 18];[3, 6];1;1.0;"[ 0.496  0.122  0.492  0.127  0.059 -0.213 -0.008 -0.212 -0.024  0.11
 -0.011]";"[ 0.951 -0.19   0.458 -0.154 -0.174 -0.247  0.123  0.201  0.001 -0.135
  0.028]"
[12, 6, 13, 18];[3, 9];1;0.5;"[ 0.65   0.352  0.221  0.009  0.087 -0.258  0.084 -0.147  0.025  0.035
  0.033]";"[ 0.644 -0.649  0.999  0.083 -0.231 -0.158 -0.06   0.072 -0.096  0.014
 -0.061]"
[6, 13, 9, 18];[3, 12];1;1.0;"[ 0.657  0.353  0.449 -0.144 -0.096 -0.187 -0.01  -0.104 -0.025  0.053
 -0.045]";"[ 0.629 -0.65   0.543  0.388  0.135 -0.299  0.128 -0.013  0.004 -0.021
  0.095]"
[12, 6, 9, 18];[3, 13];1;1.0;"[ 0.704 -0.034  0.312  0.22   0.101 -0.276 -0.144 -0.094  0.043  0.035
 -0.021]";"[ 0.536  0.124  0.816 -0.34  -0.26  -0.121  0.396 -0.033 -0.132  0.014
  0.046]"
[12, 6, 13, 9];[3, 18];1;0.25;"[ 0.753 -0.072  0.521  0.079 -0.065 -0.004  0.042 -0.186  0.045  0.037
 -0.   ]";"[ 0.437  0.198  0.399 -0.058  0.073 -0.665  0.023  0.149 -0.137  0.011
  0.006]"
[12, 13, 18, 3];[6, 9];1;1.0;"[ 0.487  0.141  0.436  0.04   0.074 -0.339  0.148 -0.098 -0.054  0.053
  0.046]";"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]"
[13, 9, 18, 3];[6, 12];1;1.0;"[ 0.495  0.142  0.664 -0.112 -0.109 -0.268  0.054 -0.055 -0.104  0.07
 -0.032]";"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]"
[12, 9, 18, 3];[6, 13];1;1.0;"[ 0.541 -0.245  0.527  0.252  0.088 -0.357 -0.08  -0.046 -0.036  0.053
 -0.007]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]"
[12, 13, 9, 3];[6, 18];1;0.3333333333333333;"[ 0.591 -0.282  0.735  0.111 -0.078 -0.085  0.106 -0.137 -0.034  0.054
  0.013]";"[ 0.762  0.619 -0.03  -0.122  0.099 -0.504 -0.105  0.051  0.021 -0.023
 -0.021]"
[6, 13, 18, 3];[9, 12];1;1.0;"[ 0.649  0.372  0.393 -0.231 -0.08  -0.313  0.145  0.009 -0.056 -0.004
  0.013]";"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]"
[12, 6, 18, 3];[9, 13];1;1.0;"[ 0.695 -0.015  0.256  0.133  0.117 -0.401  0.011  0.019  0.012 -0.022
  0.037]";"[ 0.552  0.086  0.928 -0.166 -0.291  0.129  0.084 -0.26  -0.071  0.129
 -0.069]"
[12, 6, 13, 3];[9, 18];1;0.3333333333333333;"[ 0.744 -0.053  0.465 -0.008 -0.049 -0.129  0.198 -0.072  0.015 -0.021
  0.057]";"[ 0.454  0.16   0.511  0.116  0.042 -0.415 -0.288 -0.078 -0.077  0.126
 -0.11 ]"
[6, 9, 18, 3];[12, 13];1;1.0;"[ 0.703 -0.015  0.484 -0.019 -0.066 -0.331 -0.083  0.062 -0.038 -0.004
 -0.041]";"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]"
[6, 13, 9, 3];[12, 18];1;0.3333333333333333;"[ 0.752 -0.052  0.693 -0.16  -0.233 -0.059  0.104 -0.029 -0.035 -0.003
 -0.021]";"[ 0.439  0.159  0.055  0.421  0.408 -0.556 -0.1   -0.163  0.023  0.091
  0.046]"
[12, 6, 9, 3];[13, 18];1;0.25;"[ 0.798 -0.439  0.556  0.204 -0.035 -0.148 -0.03  -0.019  0.033 -0.021
  0.004]";"[ 0.346  0.933  0.329 -0.308  0.013 -0.378  0.168 -0.183 -0.112  0.126
 -0.002]"
[12, 13, 18];[3, 6, 9];1;0.5;"[ 0.441  0.392  0.285  0.084  0.166 -0.315  0.113 -0.231 -0.02   0.104
  0.044]";"[ 0.854 -0.355  0.675 -0.017 -0.204 -0.134 -0.042  0.083 -0.011 -0.047
 -0.04 ]"
[13, 9, 18];[3, 6, 12];1;1.0;"[ 0.451  0.393  0.589 -0.119 -0.079 -0.221 -0.012 -0.174 -0.087  0.127
 -0.06 ]";"[ 0.844 -0.356  0.371  0.186  0.041 -0.228  0.083  0.026  0.056 -0.07
  0.064]"
[12, 9, 18];[3, 6, 13];1;1.0;"[ 0.513 -0.123  0.407  0.366  0.185 -0.34  -0.191 -0.16   0.004  0.104
 -0.028]";"[ 0.782  0.16   0.554 -0.299 -0.223 -0.109  0.262  0.012 -0.035 -0.047
  0.031]"
[12, 13, 9];[3, 6, 18];1;0.25;"[ 0.578 -0.173  0.685  0.178 -0.037  0.023  0.058 -0.282  0.007  0.105
 -0.001]";"[ 0.717  0.209  0.276 -0.111 -0.001 -0.472  0.014  0.134 -0.038 -0.049
  0.004]"
[6, 13, 18];[3, 9, 12];1;0.3333333333333333;"[ 0.656  0.699  0.228 -0.278 -0.041 -0.28   0.11  -0.088 -0.022  0.028
 -0.001]";"[ 0.639 -0.662  0.732  0.345  0.003 -0.168 -0.039 -0.06  -0.009  0.029
  0.004]"
[12, 6, 18];[3, 9, 13];1;0.3333333333333333;"[ 0.718  0.183  0.046  0.208  0.223 -0.399 -0.069 -0.074  0.069  0.004
  0.031]";"[ 0.577 -0.146  0.914 -0.141 -0.261 -0.05   0.14  -0.074 -0.1    0.052
 -0.028]"
[12, 6, 13];[3, 9, 18];1;0.2;"[ 0.784  0.133  0.324  0.02   0.001 -0.036  0.18  -0.196  0.072  0.006
  0.058]";"[ 0.512 -0.097  0.637  0.047 -0.039 -0.413 -0.109  0.048 -0.103  0.051
 -0.055]"
[6, 9, 18];[3, 12, 13];1;1.0;"[ 0.728  0.184  0.35   0.005 -0.022 -0.305 -0.194 -0.017  0.002  0.028
 -0.073]";"[ 0.567 -0.147  0.61   0.062 -0.016 -0.144  0.265 -0.131 -0.033  0.029
  0.076]"
[6, 13, 9];[3, 12, 18];1;0.25;"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]";"[ 0.502 -0.097  0.332  0.251  0.206 -0.507  0.017 -0.009 -0.037  0.027
  0.049]"
[12, 6, 9];[3, 13, 18];1;0.2;"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]";"[ 0.44   0.418  0.515 -0.235 -0.058 -0.388  0.195 -0.022 -0.127  0.051
  0.017]"
[13, 18, 3];[6, 9, 12];1;1.0;"[ 0.44   0.418  0.515 -0.235 -0.058 -0.388  0.195 -0.022 -0.127  0.051
  0.017]";"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]"
[12, 18, 3];[6, 9, 13];1;1.0;"[ 0.502 -0.097  0.332  0.251  0.206 -0.507  0.017 -0.009 -0.037  0.027
  0.049]";"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]"
[12, 13, 3];[6, 9, 18];1;0.3333333333333333;"[ 0.567 -0.147  0.61   0.062 -0.016 -0.144  0.265 -0.131 -0.033  0.029
  0.076]";"[ 0.728  0.184  0.35   0.005 -0.022 -0.305 -0.194 -0.017  0.002  0.028
 -0.073]"
[9, 18, 3];[6, 12, 13];1;1.0;"[ 0.512 -0.097  0.637  0.047 -0.039 -0.413 -0.109  0.048 -0.103  0.051
 -0.055]";"[ 0.784  0.133  0.324  0.02   0.001 -0.036  0.18  -0.196  0.072  0.006
  0.058]"
[13, 9, 3];[6, 12, 18];1;0.3333333333333333;"[ 0.577 -0.146  0.914 -0.141 -0.261 -0.05   0.14  -0.074 -0.1    0.052
 -0.028]";"[ 0.718  0.183  0.046  0.208  0.223 -0.399 -0.069 -0.074  0.069  0.004
  0.031]"
[12, 9, 3];[6, 13, 18];1;0.25;"[ 0.639 -0.662  0.732  0.345  0.003 -0.168 -0.039 -0.06  -0.009  0.029
  0.004]";"[ 0.656  0.699  0.228 -0.278 -0.041 -0.28   0.11  -0.088 -0.022  0.028
 -0.001]"
[6, 18, 3];[9, 12, 13];1;1.0;"[ 0.717  0.209  0.276 -0.111 -0.001 -0.472  0.014  0.134 -0.038 -0.049
  0.004]";"[ 0.578 -0.173  0.685  0.178 -0.037  0.023  0.058 -0.282  0.007  0.105
 -0.001]"
[6, 13, 3];[9, 12, 18];1;0.3333333333333333;"[ 0.782  0.16   0.554 -0.299 -0.223 -0.109  0.262  0.012 -0.035 -0.047
  0.031]";"[ 0.513 -0.123  0.407  0.366  0.185 -0.34  -0.191 -0.16   0.004  0.104
 -0.028]"
[12, 6, 3];[9, 13, 18];1;0.25;"[ 0.844 -0.356  0.371  0.186  0.041 -0.228  0.083  0.026  0.056 -0.07
  0.064]";"[ 0.451  0.393  0.589 -0.119 -0.079 -0.221 -0.012 -0.174 -0.087  0.127
 -0.06 ]"
[6, 9, 3];[12, 13, 18];1;0.25;"[ 0.854 -0.355  0.675 -0.017 -0.204 -0.134 -0.042  0.083 -0.011 -0.047
 -0.04 ]";"[ 0.441  0.392  0.285  0.084  0.166 -0.315  0.113 -0.231 -0.02   0.104
  0.044]"
[13, 18];[3, 6, 9, 12];1;0.25;"[ 0.346  0.933  0.329 -0.308  0.013 -0.378  0.168 -0.183 -0.112  0.126
 -0.002]";"[ 0.798 -0.439  0.556  0.204 -0.035 -0.148 -0.03  -0.019  0.033 -0.021
  0.004]"
[12, 18];[3, 6, 9, 13];1;0.3333333333333333;"[ 0.439  0.159  0.055  0.421  0.408 -0.556 -0.1   -0.163  0.023  0.091
  0.046]";"[ 0.752 -0.052  0.693 -0.16  -0.233 -0.059  0.104 -0.029 -0.035 -0.003
 -0.021]"
[12, 13];[3, 6, 9, 18];1;0.2;"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]";"[ 0.703 -0.015  0.484 -0.019 -0.066 -0.331 -0.083  0.062 -0.038 -0.004
 -0.041]"
[9, 18];[3, 6, 12, 13];1;1.0;"[ 0.454  0.16   0.511  0.116  0.042 -0.415 -0.288 -0.078 -0.077  0.126
 -0.11 ]";"[ 0.744 -0.053  0.465 -0.008 -0.049 -0.129  0.198 -0.072  0.015 -0.021
  0.057]"
[13, 9];[3, 6, 12, 18];1;0.25;"[ 0.552  0.086  0.928 -0.166 -0.291  0.129  0.084 -0.26  -0.071  0.129
 -0.069]";"[ 0.695 -0.015  0.256  0.133  0.117 -0.401  0.011  0.019  0.012 -0.022
  0.037]"
[12, 9];[3, 6, 13, 18];1;0.16666666666666666;"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";"[ 0.649  0.372  0.393 -0.231 -0.08  -0.313  0.145  0.009 -0.056 -0.004
  0.013]"
[6, 18];[3, 9, 12, 13];1;0.25;"[ 0.762  0.619 -0.03  -0.122  0.099 -0.504 -0.105  0.051  0.021 -0.023
 -0.021]";"[ 0.591 -0.282  0.735  0.111 -0.078 -0.085  0.106 -0.137 -0.034  0.054
  0.013]"
[6, 13];[3, 9, 12, 18];1;0.14285714285714285;"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";"[ 0.541 -0.245  0.527  0.252  0.088 -0.357 -0.08  -0.046 -0.036  0.053
 -0.007]"
[12, 6];[3, 9, 13, 18];1;0.14285714285714285;"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";"[ 0.495  0.142  0.664 -0.112 -0.109 -0.268  0.054 -0.055 -0.104  0.07
 -0.032]"
[6, 9];[3, 12, 13, 18];1;0.2;"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]";"[ 0.487  0.141  0.436  0.04   0.074 -0.339  0.148 -0.098 -0.054  0.053
  0.046]"
[18, 3];[6, 9, 12, 13];1;1.0;"[ 0.437  0.198  0.399 -0.058  0.073 -0.665  0.023  0.149 -0.137  0.011
  0.006]";"[ 0.753 -0.072  0.521  0.079 -0.065 -0.004  0.042 -0.186  0.045  0.037
 -0.   ]"
[13, 3];[6, 9, 12, 18];1;0.3333333333333333;"[ 0.536  0.124  0.816 -0.34  -0.26  -0.121  0.396 -0.033 -0.132  0.014
  0.046]";"[ 0.704 -0.034  0.312  0.22   0.101 -0.276 -0.144 -0.094  0.043  0.035
 -0.021]"
[12, 3];[6, 9, 13, 18];1;0.25;"[ 0.629 -0.65   0.543  0.388  0.135 -0.299  0.128 -0.013  0.004 -0.021
  0.095]";"[ 0.657  0.353  0.449 -0.144 -0.096 -0.187 -0.01  -0.104 -0.025  0.053
 -0.045]"
[9, 3];[6, 12, 13, 18];1;0.25;"[ 0.644 -0.649  0.999  0.083 -0.231 -0.158 -0.06   0.072 -0.096  0.014
 -0.061]";"[ 0.65   0.352  0.221  0.009  0.087 -0.258  0.084 -0.147  0.025  0.035
  0.033]"
[6, 3];[9, 12, 13, 18];1;0.25;"[ 0.951 -0.19   0.458 -0.154 -0.174 -0.247  0.123  0.201  0.001 -0.135
  0.028]";"[ 0.496  0.122  0.492  0.127  0.059 -0.213 -0.008 -0.212 -0.024  0.11
 -0.011]"
[18];[3, 6, 9, 12, 13];1;0.2;"[ 2.480e-01  1.008e+00 -8.800e-02 -2.500e-02  3.460e-01 -9.220e-01
 -2.050e-01 -1.000e-03 -1.180e-01  1.230e-01 -4.300e-02]";"[ 0.728 -0.179  0.594  0.045 -0.092 -0.085  0.084 -0.089  0.005  0.009
  0.011]"
[13];[3, 6, 9, 12, 18];1;0.1111111111111111;"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[ 0.688 -0.15   0.427  0.158  0.041 -0.302 -0.065 -0.016  0.003  0.008
 -0.006]"
[12];[3, 6, 9, 13, 18];1;0.1;"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.651  0.16   0.537 -0.133 -0.117 -0.231  0.042 -0.024 -0.051  0.022
 -0.025]"
[9];[3, 6, 12, 13, 18];1;0.16666666666666666;"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";"[ 0.645  0.159  0.354 -0.011  0.03  -0.288  0.117 -0.058 -0.011  0.008
  0.037]"
[6];[3, 9, 12, 13, 18];1;0.1111111111111111;"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.522 -0.024  0.571  0.084  0.007 -0.252  0.044 -0.11  -0.05   0.068
  0.002]"
[3];[6, 9, 12, 13, 18];1;0.25;"[ 0.627 -0.611  0.887 -0.09  -0.2   -0.409  0.251  0.299 -0.157 -0.1
  0.054]";"[ 0.652  0.144  0.399  0.058  0.017 -0.188 -0.007 -0.149  0.013  0.054
 -0.009]"
[12, 6, 9, 16, 15];[3];1;1.0;"[ 0.561 -0.532  0.186 -0.046  0.175  0.099 -0.117 -0.016  0.069  0.006
 -0.007]";"[ 0.627 -0.611  0.887 -0.09  -0.2   -0.409  0.251  0.299 -0.157 -0.1
  0.054]"
[12, 9, 16, 3, 15];[6];1;1.0;"[ 0.431 -0.7    0.358 -0.021  0.165  0.034 -0.066  0.023  0.006  0.02
  0.004]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]"
[12, 6, 16, 3, 15];[9];1;1.0;"[ 0.554 -0.517  0.141 -0.116  0.188 -0.002  0.007  0.075  0.045 -0.04
  0.039]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]"
[6, 9, 16, 3, 15];[12];1;1.0;"[ 0.56  -0.516  0.323 -0.238  0.041  0.055 -0.068  0.109  0.005 -0.026
 -0.023]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]"
[12, 6, 9, 16, 3];[15];1;0.5;"[ 0.74  -0.481  0.435  0.046  0.077  0.053 -0.026 -0.01  -0.019 -0.03
  0.008]";"[-0.269 -0.864 -0.36  -0.551  0.293 -0.184 -0.204  0.268  0.286  0.08
 -0.022]"
[12, 6, 9, 3, 15];[16];1;1.0;"[ 0.585 -0.524  0.373  0.053  0.03  -0.155 -0.065  0.038  0.084 -0.
 -0.002]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]"
